본문,결과
겁나 예쁜 여자 헬스장 트레이너가 거품타올이라고 쓰라고 줬는데 이거 그린라이트임?? 나만 줬음 ㅋ 평소에 인사만하고 말도 안해봄 ㅋ 수영복모델도하고 휘트니스모델도함 ㅋ 근데 거품타올박스에 개업기념이라고 써있네... 있다가 운동끝나고 갈때 그린라이트냐고 트레이너한테 직접 물어봐야지 ㅋㅋ,0
"친구의 친구로 시작해서 알게된지 얼마 안된 썸녀 있음 1) 주변 지인에게 요새 연락한다는 사람 있다고 말한다드라 2) 연락 매일함, 카톡 늦을거같으면 자기 이거 하느라 답장 늦을거 같다고 미리 말함 3) 주변에 자기 지인 소개시켜주고 싶다고 말함 4) 머 마니 챙겨줌(자기가 만든 쿠키 같은거) 5) 첨 봤을때 본인이 먼저 호감가서 들이댔다고 인정 6) 1달정도 연락하면서 알아가자고 하고 1달후에 어떻게 관계가 될지 얘기하자고함 -> 그래서 내가 한달은 너무 길고 12월 31일에 만날때 얘기하자고 했음",2
"1. 점심에 동료들과 밥먹고 커피사들고 가다가 길에서 마주쳤는데, 불쑥 자기는 왜 안사주냐고 함 2. 별것도 아닌데 자꾸 와서 업무 관련 뭐 물어봄 4. 소개받은 날 마음에 들어서 만나는 거 어떠냐하니 싫다는 말 없고 그래도 만난 날 바로 결정은 못하는거 아니냐고 함(그 때가 자정 몇십분 전이어서 택시태워 보내고 자정 지나서 전화로 사귀자고 하니 ok함) 5. 맨투맨 티셔츠 입고 오니 넘 티나게 히죽거리고, 어깨 넓다고 주변 맴돔 8. 여럿이 미팅 같은 거 하는 자리였는데, 내 옆에 붙어있고, 누가 아아 단체로 사왔는제 내꺼 챙겨주면서 빨대꽂아줌 9. 커피숖에서 둘이 얘기하면 계속 히죽거림",0
"소개팅하고 차로 30분 정도 거리 살았는데, 애프터에서 나 차없다고 하니 자기 차 있다고 데리러 가겠다고함. 다 같이 술먹었는데, 자기 집에 데려다달라 함 애프터, 삼프터쯤 친구들하고 같이 봐도 되냐고함",2
"학회 갔다 오는 비행기에서 승무원 누나가 심심? 궁금?했는지 이것저것 몇가지 물어보더라구(별거아님) 그래서 좀 알려주고 고맙다구 뭐 불편한거 없냐고 물어보더라구 그래서 나 유심칩 빼야하는데 뾰족한거 뭐 없냐 하니까 자기 명찰? 빼서 주면서 이거로 하라는거야(여기서 어라? 싶었음) 여차저차 번호를 교환하긴 했는데 연락은 안한 상태임 추가: 댓글이 넘 많아서... 1. 나 존잘까지는 아니야, 비지니스 아니야 2. 승무원 누나의 의견을 듣고싶다",2
오빠 차 뭐에요? 나 차 없어 아 괜찮아요 저 차 있어요 제가 데리러 갈게요ㅇㆍ오빠는 제옆에서 저 웃겨주세요 애매해서 써봄,2
나 사정상 이 동네 이사온지 이제 2달째야 주변에 아는 사람도 없고 친구도 없고 외롭...ㅠㅠ 암튼 오늘 퇴근하고나서 배도 고프고해서 갑자기 참치가 먹고싶어서 먹을려고하는데 아는데가 없다보니 그냥 적당한데 들어갔지 혼자서 바(?)라고해야하나...거기 앉아서 주문을하고 소주 한병시켜서 먹구있는데 알바가 반찬이랑 가져다주면서 자꾸 웃더라고 나 먹는 양이 그리 많지않아서 그만 주셔도돼요 하니까 네~하면서 또 웃어 그리고 계산할려구 일나서 카드를 건네는데 자꾸 흘깃흘깃 보면서 웃는거야 그래서 네?? 했더니 귀여워서요~이러는거야 알바는 나이 많아봤자 20대 초반 아님 10대 후반정도로 보이더라고 왠지 아빠 가게에서 일 돕는 그런 느낌도 있었고 이거 그린라이트야??,0
상사랑 둘이 두번 정도 간 개인 카페 있는데 상사 혼자 간날 나 여자친구 있는지 물어봄 상사한테 알바생이,2
"방금 개팅하고 들어왔는데, 오면서 카톡으로 설 지나고 영화 보자고 했더니 좋다네요. 그러면서 설 연휴에도 시간 많다고 이번 주말에 보재요. 그린라이트 인가요?",1
"지금까지 3번 만났는데, 만날때마다 잘보이고 싶다고 미용실가서 머리하고 왔대ㅋㅋㅋㅋㅋㅋ 부끄러워하면서 말하던데 이거 그린라이트 맞지?_",2
회사 친구랑 놀다가 친구의친구 불러서 어쩌다 보니 새로운 사람을 3명이나 만났는데 그중에 두명이 내 번호를 따갔어 한명은 그냥 업무상 서로 도움 주고받자는 느낌이었고 한명은.. 자기 동네 놀러오면 연락하라고 맛있는거 사준다고 그러는데 그린라이트야?? 근데 집 잘들어갔니하는 연락은 없어 나 오바하는거야??,0
"조는 대학교 2학년인데, 이번 학기에는 썸을 타고 있다. 상대방은 동아리에서 만난 후배였다. 처음에는 그저 후배로써 인사를 건네는 정도였는데, 어느 순간부터 서로 연락을 주고 받으며 친해졌다. 조는 처음부터 이 인연이 좋을 것 같았다. 상대방은 자신과 매우 닮은 성격을 가지고 있었기 때문이다. 둘 다 조용하고 신중한 성격으로 서로를 이해해주는 모습이 보였다. 어느 날, 조는 상대방과 함께 도서관에서 책을 읽고 있었다. 그때 상대방이 자신의 손을 잡아주면서 “너랑 함께 시간을 보내는 것이 너무 행복해” 라고 말했다. 조는 그 말에 머리가 어질어졌다. 이제는 서로의 마음을 확인하기 위해 더 가까워지기로 했다. 데이트를 자주 하며 서로에게 관심을 가지고 있음을 보였다. 하지만 아직 서로를 좋아한다는 말은 하지 않았다. 조는 이대로 계속 썸을 타고 있을까? 이젠 서로에게 좀 더 솔직해져야 한다는 생각이 들었다. 그래서 조는 어느 날 상대방에게 마음을 열어 이제는 사귀자고 말했다. 상대방도 마찬가지로 조금 더 서로를 알아가고 싶다는 생각을 하고 있었다. 그래서 상대방은 기쁜 미소를 지으며 “너무 좋아, 나도 너랑 사귀고 싶어” 라고 대답했다. 이제부터 조와 상대방은 서로를 사랑하며, 서로를 위해 노력하며 행복한 인생을 살아갔다. 조는 썸을 타고 있을 때는 어려움이 많았지만, 이젠 서로를 위해 함께 노력하며 더 행복한 인생을 살아가고 있다.",2
나는 손님 직원은 미인 여성 1 내 메뉴를 다 알고있음 포스에서 안녕하세요 하고 인사하면 아이스아메리카노 드시고 가시죠?테이크아웃잔에 받으시죠? 헐 2 서비스(샷추가 500원) 원래 샷추가 하는데 안하고 그냥 시켰더니 진하게 드시는거 좋아하시죠?샷추가 해드렸어요 헐 판독 보고 사귈지 결정 해볼게,0
사진찍는 놈인데 길거리 사진 찍다가 왠 어린 여자분이 되게 열심히 찍으시네요 ㅎㅎ 하면서 와서 말걸어서 사이비종교인가 나도 구해줘의 그런종교를 권유당하는건가 기대했는데 자기가 사람 많은 동호회는 좀 어렵고 사진은 배우고 싶다고 그러면서 오늘만 같이좀 다녀도 되냐는거야 그래서 곰곰히 생각해보니 하루정도 귀여운 아가씨랑 출사한다고 생각하니 나쁘지 않아서 그러라고 했지 포인트랑 느낌 캐치하는거 설정 만지는거 좀 알려주고 가방에 노트북 있다길래 카페에 가서 커피 한잔 사주고 노트북 피라고 해서 보정법 좀 대강 알려줬는데 이제 늦어서 집에 가려니까 다음에도 좀 알려주실수 있냐고 연락처좀 달라고 그러더라고 근데 사실 취미는 취미고 이걸로 사람 만나는건 생각을 안해봤거든..내가 유일하게 남하고 얽히지 않는 취미는 이거뿐이라 그래서 취미는 혼자 자기 시간을 누려야 재밌다고 그쪽도 남이 알려주는 사진보다는 자기가 느낀걸 찍어보는게 좋지않겠냐고 그랬더니 그렇긴 한데..하면서 말을 안하길래 그럼 또 길거리에서 사진찍다가 만나자고 하면서 악수하고 가려는데 뒤에서 그럼 강좌라고 생각하고 돈드린다고 하는거야 그래서 그럼 얘기가 다르지 ㅎㅎ 하면서 연락처 주고 집에 왔는데 그아가씨한테서 월요일 저녁에 시간되냐고 카톡옴 이상의 이야기를 볼때 그린라이트다 아니다 넌고자다 망상에서 깨어나세요 용사여 중에 어떤거같아?,1
1. 퇴근하고 저녁먹자고 한다 2. 저녁 및 주말 개인톡 온다 3. 좋아하는 스타일이 뭔지 물어보고 그 스타일대로 스타일링 하려고 한다 (ex : 머리 이렇게 하면 이쁘다구요? 이렇게요?) 정말 그린라이트인걸까요,2
"같이 일하는 동료가 쉬는시간에.. ""저는 ~~하는 것도 좋아하고 주절주절~~하하호호"" 그러더니 ""우리 언제 한번 찜질방 같이가요~"" 이러더군요. 속으로 깜놀+기쁨 이라서 ""네네 그래요"" 했어요. 그리고 계속 썸같은 느낌으로 잘 지냈죠.",0
"한 살 차이로 같은 학교에 다니고 있던 지훈은 언제나 그녀 혜원에게 호감을 가지고 있었다. 하지만 자신에게 호감이 있는지는 확실하지 않았다. 지훈은 혜원과 같은 수업을 듣기 위해 매일 미리 학교에 가곤 했다. 학교 앞에서 혜원이 도착할 때마다, 그녀가 어떻게 웃는지, 어떤 옷을 입고 있는지, 그녀의 모든 것이 지훈에게는 매력적으로 다가왔다. 어느 날, 지훈은 혜원이 일부러 그를 향해 다가오는 것을 느꼈다. 혜원은 지훈을 향해 미소를 지으며 다가왔고, 지훈은 그녀의 향기와 함께 떨리는 가슴을 감출 수 없었다. ""오늘 수업 잘 들어봐요."" 혜원은 지훈의 어깨에 손을 올려 놓았다. 지훈은 그 순간 혜원의 친근한 접촉에 놀랐지만, 그녀의 손길이 따뜻하고 좋았다. 지훈은 이제야 그녀가 자신에게 호감이 있다는 것을 깨달았다. 그 이후로, 지훈과 혜원은 서로를 매우 좋아하며, 서로에게 호감을 표현하기 시작했다. 지훈은 혜원과 함께 여행을 다녀오며, 매일매일을 사랑스럽게 보내며 서로가 서로를 사랑하게 되었다. 그리고 지훈은 혜원에게 일년에 한 번씩 기념일을 만들어서 데이트를 하자고 제안했다. 혜원은 지훈의 제안에 마음을 놓고 수락했고, 그들은 서로를 사랑하는 데이트를 즐기며 행복하게 지냈다. 이제 지훈은 혜원의 호감을 얻어, 서로를 사랑하는 인생의 파트너가 되었다.",2
오늘 용기내서 여사우한테 말 걸었어 퇴근하고 머해여? 집가서 뭐 먹어요? 자기전에는 뭘 하나요? 다 답해주고 중간중간에 웃더라구 분위기좋았어. 나 .. 이제 연애할수있다는 직감이 온다. 뭔가 여사우도 나한테 호감있는거같애 ㅋㅋㅋㅋ 근데 친구들 말 들어보면 나이차이때문에 좀 힘들거라는데 8살차이가 많이 차이나는거 맞아..? 여사우는 21 나 29인데 세상에 10살이상 차이나는 커플도 엄청많이봤는데 잘 지내더라구… 아무튼 기분 좋아서 써봤어,0
Esfj남자들 유죄인간들아 너네 다정함이 유죄인 유죄인간들이잖아.. 호감 없는 사람들한테고 카톡 성의있게 하구 막 일상 사진 보내고 그래?? 호감있는 사람한테 어떠케 표현해? 원래 기본 베이스가 친절 다정해서 모르겠다..,1
"이거 더 지켜봐야하냐 아닌거냐 최근에 친하기 시작한(?) 이성 동료가 있는데 나랑 대화 코드가 나쁘지 않아 톡도 하루 종일하는데, 톡을 하다보면 이건 그냥 친한사이에 하는 그런 내용이야. 썸 같은 티키타카가 잘 안 돼. 약간 그런 썸느낌 같은걸 던져보는데 그런 반응이 있을때도 있고 아닐때도 있어서. 느낌은 서로 호감인게 맞는거 같은데 착각이냐ㅠ 걍 친하게만 지내면 되는건지 아님 신중을 기하기 위해 좀 거 지켜보자는 포지션이냐.",0
언니누나들 질문~ 요즘 대외활동 할 기회가 많아서 새로운 모임 많이 나가게 됐어 남중남고공대나와서 눈치라곤 1도 없어서 자꾸 눈 마주치는 여성분이 한분 계신데 이거 시그널일까? 여자들이 보통 호감있는 이성에게 보내는 은근한 시그널 뭐있어 ?,0
호감있는걸까 내가 다른 부서 발령나서 딱히 볼 일 없는 직원인데 밥 한번 먹자고 동네 놀러오겠다고 한거면 호감있는걸까? 아님 그냥 나름 친했어서?,1
회사선배가 맨날 못생겼다고 놀려 연애 못한다고도 놀리고 이거 호감있는데 부끄러워서 그런거 맞지?ㅋㅋㅋㅋ 아이 참... 초딩 남자애도 아니고ㅎㅎ,0
보통여자분들 소개팅 하고 맘에 없어도 카톡 계속 하나요? 소개팅분이 딱히 저한테 호감 없어 보여서 대충 끊고 톡 나가는데 계속 톡이 오네요 그렇다고 보자는 말도 딱히 안하ㅡ 현재까지 두번 봤습니다! 한번더 만나겠냐고 연락했는데 스케줄 보고 연락준다는데 이거 뭐 이해가 안되네 주말에 상황보고 말해주겠다는데 정말 말 대로 이해하면 될까요? 아님 거절의 뜻일까요?,2
주말인데 뭐했어요? 카톡온 여자 후배 아까 8시쯤 왔거든 내상식에서 호감 아니면 굳이 주말에 저런 카톡 안보낼거같은데 무조건 호감 맞을까?앞뒤 아무것도 없이 대뜸 저소리임 뭐뭐 했다니까 자기는 본가가서 엄마랑 여행다녀왔다고함,2
"이 여자는 나한테 관심이 있는걸까? 질문의 의도가 궁금해 나한테 관심이 있는거같기도 하고 아닌거 같기도하고 기억나는 몇가지 대화 내용 나열하자면 1. 다른 사람은 모르겠는데 자기는 나같은 스타일 좋아한다. 2. 왜 연애를 안하냐. 넌 연애를 해야한다. 3. 나가서 번따해라. 번호 다 준다. 자신감가져라 4. 몸 좋아서 좋겠다. 몸 좋은 남자들 너무 좋다. 너보고 나도 헬스 끊었다. > 나: 넌 이미 충분히 이쁜거 같은데 운동을 왜하냐했더니 아니다. 넌 눈이 낮은가보다. 더 살빼야한다. 너도 글래머한거 좋아하지 않냐. 5. 일끝나고 클럽가는거 아니냐? 클럽이나 술집 가라. 가서 여자들좀 꼬셔라. 왜 안하냐. 내가 니 얼굴이었음 진짜 막꼬시고 다녔을꺼다. > 나: 니 눈엔 내가 그렇게 방탕하게 보이냐. 이랬더니 그건 아니다. 6. 주말엔 뭐하냐 이래서 > 나: 아무것도 안한다. 그냥 혼자 시간보낸다. 넌 쉬는날 뭐하냐? 이랬더니 > 걔: 집에 그냥 있는다. 난 친구가 없다. 연락하는게 귀찮고 만나도 맨날 남자얘기한다. > 나: 너 남친은 있냐? 왜 연애 안하냐 너는 > 걔: 헤어진지 얼마 안됐다. 그리고 연애보다 더 재밌는걸 찾았다. > 나: 그러냐... 7. 무슨 영화같은거 보고싶다고 자기 보러갈꺼다 이래서 > 나: 그걸 왜보냐. 재미 없을꺼같다. > 걔: 재밌다. 무시하는거냐? > 나: 그건 아니다. 그런걸 극장에서 보는 사람도 있구나... (며칠뒤)> > 나: 그 영화 봤냐? 누구랑 봤냐? > 걔: 봤다. 나 혼자 보고왔다. 나 친구 없는거 모르냐 8. 술 좋아하게 생겼다. 요 앞에 술집가서 여자 꼬셔라. 넌 왜 여자 만나지도 않고 재미없게 사냐. 여자 싫어하냐? > 나: 여자 엄청 좋아한다. 술은 좋아하는데 잘 못마신다. 연애는 지금은 그냥 안한다. 9. 오늘 되게 멋져보인다. 나가서 번따해봐라. 나였으면 바로 줬다. > 나: 옛날엔 몇번 해봤는데 지금은 그런거 안한다. 나이 먹으니까 자존심만 높아져서 구태여 그러고싶진 않다. 그리고 왜 볼때마다 자꾸 여자꼬시라고 그러냐. > 걔: 니가 그러고 사는게 아깝다. 10. 내가 넌 이상형이 어떻게 되냐? 물었더니. > 걔: 난 웃긴사람 좋아한다. 능글맞거나. 근데 좀 진중하고 자기 일에 묵묵히 열심히 하는 사람도 좋다. (내가 맨날 야근하고 하루하루 재미없게 일집일집만 한다고 해서 저런말 했나? 라는 희망회로 돌림.) 이 외에 뭐 많은데 기억나는건 저정도야. 자주 다니는 가게 직원이고. 번호는 모름. 아마 내 번호는 알고있을듯. 처음엔 나도 별 생각없이 스몰톡해주다가 어느순간부터 호감이 생겼는데 막상 호감 생기니까 되게 말도 마음에도 없이 딱딱하게 나간다. 나 존잘아니고 평범하게 생김. 자랑글 아니니까 아니꼽게 보지 말고 진지하게 좀 알려줘. 간만에 잘해보고 싶은 마음이야. 이해가 안가는 부분은, 나한테 호감이 있으면 나가서 여자 꼬시라는 말을 계속 할까? 난 이게 이해가 안됨. 맨날 여자꼬시러가냐. 술마시러가냐. 주변에 여자 많을꺼같다 이러는데...왜 자꾸 저렇게 말하는지 모르겠어.",1
사실 여사친..까진 아니고 재작년에 스터디 같이한 여성분이었는데 스터디끝나고 연락한번 안하다 저번달에 갑자기 연락와서 1번 만나고 톡이랑 전화만 주고받는 사이인데 다음주 주말에 같이 캠핑가자고 하는데 이거 그린라이트야? 나는 이친구가 맘에 드는데 전화통화할때 본인 담배피는 이야기하고 욕도 많이 해서 그냥 친구처럼 생각하나 싶기도 해서 ㅠㅠ,1
여사친이랑 단 둘이 바다보러 가면 그린라이트 ? 난 남자인데 진짜 엄청 친한 여사친이랑 둘이 갈 수 있긴한데 굳이 갈까?싶은 느낌임 그래서 궁금해,1
"두달 전 친구 소개로 술자리에서 이 친구를 알게 됨 친구 둘이서 나랑 이 친구 이어줄려고 계속 옆에서 바람 넣음 두 번이나 봤지만 내가 안읽씹당함 분위기 좋다 생각했는데 내 착각이었나봄 그러고 두 달이 지난 며칠 전 그 친구한테 내 스토리 보고 나한테 디엠이 옴 영화 재밌냐고 이런 저런 얘기하다가 먼저 담에 술 먹자고 하길래 그냥 알겠다고 함 그러다가 그 주에 어찌저찌 친구 한명 더 껴서 셋이 보게 되었음 셋이서 보는데 대화도 너무 잘 통하고 생각보다 재밌길래 친구로서도 괜찮겠다 싶어서 완전 편하게 술자리를 가짐 그러다 이 친구는 좀 취기 오르고 2차 갔는데 대화가 너무 잘 통하니깐 나한테 이상형 뭐냐고 물어보기도 하고 연락하는 사람 없냐고하고 자기는 두 달전에 나 첨볼때는 연애하고 싶은 맘이 없었는데 요즘은 연애가 하고싶다고 그랬음 그리고 슬쩍슬쩍 내 허벅지 터치하고 어깨 툭툭 건들고 얼떨결에 손잡기도 함 바로 뗏지만 근데 이 친구가 왜 갑자기 접점도 없는데 나한테 연락와서 술먹자고 한 건지 궁금했는데 이번에 셋이 먹었던 친구가 5년만에 나한테 연락와서 여친이랑 헤어졌는데 새벽에 나와서 이야기들어줄 수 있냐해서 2시간을 들어줬단 말이야? 근데 이걸 친구가 이 여자한테 말했나봐 나올 줄 몰랐는데 되게 이야기 잘 들어주고 고마웠다고 그래서 그것 때문에 다시보게 됐나봐 암튼 뭐 2차 끝나고 걔 데려다주면서 산책하면서 40분 정도 이야기 더 하면서 그 때 오해도 풀고 서로 너무 잘 맞는 거 같다고도 서로 말하고 지금도 그 이후로 계속 연락하고 통화도 엊그제랑 어제도 4시간씩하고 낼 모레는 영화보고 밥 먹기로 했는데 이정도면 그린라이트 맞나? 참고로 나 성인되고 연애1번 해봄,,",0
옆부서 여직원인데 남초과 + 남초직장 아침이 거의 매일 같이 커피마시고 점심저녁 단둘이 안어색하게 밥먹음 거의매일 하루종일 메신저하고 (물론 다른사람하고도 함) 퇴근하고 저녁에 전화하면 한시간정도 통화함 (일주일에 한두번?? 물론 그쪽에서 먼저온적은 없음) 그냥 직장동료로 가능한건가..??,0
며칠전에도 올렸는데 저는 남자 상대는 여자 상대가 제 동료보고 친해지고싶다 얘기했고 저한테도 그런얘길함 사적인카톡하면서 며칠째 아침부터 새벽까지 대화를 이어나가고 씹을만한 따분한 대화일수도 있는데 답이 빨리 꼬박오고 여행얘기하다 사진보내는데 그중에 상대방 자기사진은 왜보내는건지 모르겠어요 아무리 생각해도 이건 친해지고싶다는 넘은 조금의 그린라이트가 없다곤 못하겠는데,2
"그린라이트 맞는거 같은데... 연애 5년을 쉬였더니 100프로 확신이 안서네.. 우선 취미 동호회로 이주전에 처음봄.. 나보다 10살 어림 , 백수 말이 잘통해 친해짐 바다에서 하는 취미라 저번주에 나는 다음날 출근이라 나는 당일치기 그분은 1박으로 둘이 부산에 케텍스타고 다녀옴 이번주 토일월 부산에서 1박 포항서 1박 2박3일간 둘이 트립계획을 짜는중 첨엔 게스트하우스에서 숙박하려했으나 마땅치 않음.. 나보도 방바닥에서 자라던 말에 어찌저찌 티키타카가 흘러 방 2개 잡기로 함 이러고 세시간쯤 뒤 서로 방 잡으려다 내가 그냥 ""오빠 믿지??"" 라는 맨트와 함께 돈아까운데 트원으로 방 하나만 잡자고함 자기도 그생각 했다고 지금 방을 하나만잡음 직진해??",1
친하게 지내는 대학 선후배 사이임 내가 짝사랑 중임.. 어느날 선후배간 다같이 육사시미를 먹으러 갈 자리가 생겼음 나는 날것을 잘 못먹는편이고 육사시미도 그날 처음 먹어봄 그 선배가 옆자리에 앉았는데 아무말 없이 김이랑 무순이랑 해서 육사시미 한점 싸서 내 앞접시에 올려주고는 이렇게 먹어야 맛있어 라고함 그린라이트임? 내 희망사항임..?,0
전 남자고 곧 삼프터인데.. 여자들이 보이는 그린라이트 신호가 있을까요 이게 보인다면 사프터 ㄱㄱ랄만한거.. 지금은 매일 카톡 주고받긴하구(대화는 안끊기지만 선톡은 제가) 계속 상대분이 뭐하자 어디가자 뭐먹자 찾아오셔서 편하긴한데 확신할수있는 포인트가있을까요,2
여자애한테 쫌 생겼다는 이야길 들었는데 내가 직접들은건 아니고 걔가 친구한테 한 말을 내가 전해 들은거야 그 오빠 쫌 생겼더라 ㅎㅎ 이렇게 근데 그 여자애가 그냥 모두가 인정하는 존예야 나 그린라이트 켜두대? ㅜ_ㅠ 아니면 그냥 한 말? 그리고 이거 칭찬 마자?,0
"재무팀 1년차 사원인데, 전표 틀린거 있으면 수정해오라고 하고 있어 다른 팀 대리가 나한테 수정한거 가져다 줄 때마다 이 텀블러 어디서 샀어요? 휴가 때 뭐했어요? 히히 저 잘했죠? 잘 고쳤죠? 이러고 맨날 메신저로 시시콜콜한 본인 얘기하는데 걍 나랑 친해지면 전표 내가 알아서 고쳐줄거라고 생각해서 그러는거지?",0
"내가 타지 생활 중이라 할게 없어서 춤 배우는 중인데, 4개월 정도? 결석 한번 없이 풀 출석이거든? 근데 선생님이 출석 부를때, 너무 성실하다고 안나오시면 걱정 될거 같다고 하는데 고백으로 혼내줘야 하는 부분이지?",0
소개팅 끝나고 선톡과 애프터 내가 먼저하자했고 만났는데 아직 좀 어색했고 대화 티키타카가 솔직히 잘되진않음 애프터에서 4시간정도 대화하고 말놓자고하고싶었는데 남은시간도 애매하고 어차피 마지막일수있는데 말놓자하는거 오바인가싶어서 그냥 안하고 있었거든 근데 상대가 전화번호 알려줄수있냐는거얌 (소개를 카톡 아이디로 받음) 그래서 전번교환하고 나도 말놓으라했어 한시간 더떠들고 헤어졌고 그이후론 카톡은 계속 하는중 삼프터 요청은 상대가 막 이직해서 각재고 있는데 (회사도 멀어ㅠ) 담에 어디가보자 이런얘긴하고있는데 괜찮은건가,2
다니는 수영장이 있어 근데 거기서 일하는 여자분이 마음에 들어 그 분도 나한테 호감이 있는것같아 내가 한말도 잘 기억하고 잘 웃고 기회되면 먼저 말도 걸고 하더라고 나는 주로 낮이나 저녁에 수영하는데 요즘 자기도 수영 시작했다며 자기는 오전에 한다고 얘길 하는거야(낮~밤 근무하심) 근무하실때는 아무래도 긴대화를 못하니까 그래서 나도 그 시간에 가서 좀 더 친해져볼까하거든 근데 자주 만날 기회가 안되다보니.. 조금 마음이 급해져 다음에 수영 하면서 만나면 얘기좀 해보고 반응 괜찮으면 밖에서 따로 만나자는 얘기를 하고 싶은데 첫날부터 바로 얘기하면 너무 성급한가,1
"관심있는 사람이 나한테 버킷리스트 물어보면서 같이 할 수 있는거 하자하는데, 이거 그린라이트??!",2
"학교 동기 오빠가 차 바꿨대서 한번 태워달랬더니 언제 시간되녜서 시간 맞는날 출퇴근길이나 한번 태워달라고 했는데(회사가 같은동네), 드라이브 제대로 하려면 남양주쯤은 가야하는거 아니냐고, 가서 단풍구경도 하자는데...??? 주말에 집앞으러 데리러온다는ㄷㅔ..? 나 여기서 놀라고 당황하고 어색해해도 되는부분? 아니면 오바하는거?",1
"내가 독립해서 맨날 편의점 도시락,버거킹,콘푸로스트만 먹거든 여직원이 알고 혹시 밥은 있어요?밑반찬좀 드려요? 오해는 마시고 자취하는 친구들 반찬 챙겨주는거 좋아해요 이러더라고? 솔직히 오해는 마시고 라고하긴했지만 나는 호감있나?싶었음",0
금요일 저녁에 심심해서 오래된 여자 사람에게 전화해서 장난으로...어떤 여자한테 내일 밥이나 먹자고 하고 싶은데 뭐라고 말을 거는게 좋을까? 물어봤더니 그냥 뭐해? 라고 카톡하래... 그래서 전화 끊고 방금 전화했던 걔한테 카톡으로 뭐해? 했더니 다시 전화와서 엄청 웃더라고... 토요일 밥먹고 들어간 뒤 카톡안돼서 그냥 있다가 갑자기 나오라길래 나가서 커피마시는 거 구경함! 난 커피 안마셔서 물마시면서 카페에서 놀았어.. 가능성 있지 형들?,1
"1. ""나 A언니 싫어. 너무 오빠(본인)한테 막 대하는거 같아"" 같이 있는 단톡방에서 어느 순간 말이 없길래 이유를 물어봤더니 하는 말. 2. ""나 원래 차에서 노래 잘 안불러."" 운전하고 있을 때 조수석에서 약 3시간동안 노래불러줘서 덕분에 지루하지 않게 왔어 감사인사 했더니 하는 말. 원래 호감 있는 친구긴 한데... 이런 말 들으니 관심이 엄청 생기네요....",2
"같은 부서 동료인데 저랑 취미,관심사가 비슷해서 점심시간이 대화를 많이 나누다가 친해졌습니다. 그러다 어느날 이 분이 토요일에 같이 뭐를 사러 가자고 하는거에요. 당시 주말에 할 것도 없어서 수락하고, 토요일에 만났습니다. 그래서 살 거 사고, 시내 돌아다니면서 오락실도 가서 겜하고 저녁도 얻어먹었습니다 저녁먹고 소화시 킬 겸 산책 1시간 정도 하고 헤어졌습니다. 그리고 저저번주에 토욜에 또 같이 밥 먹고 오락실 조금하다 헤어지고 별 다른거 없었습니다. 그런데 그 분이 영화티켓 이번년도까지 써야 하는데, 같이 보러 가자고 하네요. 일단 저도 어느정도 호감은 있어서 오케이 했는데... 이거 그린라이트인가요? (전 ㄴㅈ)",2
회사 후배임 나보다 9살 어림 집 거리는 50분?정도 혹시 주말에 시간 있으시냐고 자기가 영화 티켓이 많이있는데 코로나 때문에 못써서 이번달까지 써야해서 시간 되시면 같이 보자고함 난 사내연애는 생각 없는 상황 만약 그린라이트가 맞다면 거절하고 영화 안볼예정 내가 여자라면 관심없는 회사 남자한테 안저럴거 같음,2
평소에 저보고 요리잘하고 부지런하다고 칭찬많이한 남자분인데 ㅎㅎㅎ 자기 이상형이 현명하고 부지런한 사람 요리잘하는 사람 이라고 해서 당황!!!! 며칠째끊기지않는톡 ㅎㅎㅎㅎ 그린라이트인가여 꺄ㅑㅑ,2
"출장을 갔다. 호텔에서 아침에 조식을 먹는데 어떤 여자분 한명이 다가와서 “안녕하세요, 어제 저희 비행기 타셨죠?” 라고 물었음. 알고보니 내가 탔던 비행기 승무원들도 같은 호텔에 묵었더라. 나는 씻지도 않고 내려와 처묵거리느라 꼬라지가 말이아니어서 네...네.. 하고 말았는데.. 이거 그린라이트 였을까?",0
1. 둘이 뮤지컬 보러 감 2. 계단 내려올 때 내 어깨에 손 올림 3. 카페에서 내 음료 먹던 빨대 그래도 빨아먹기 4. 운전하는데 내 허벅지 안쪽 터치 5. 운전해서 온거 뻔히 아는데 술먹자 하기 데이트 때 이랬는데 이거 다 그린라이트 맞지?,2
".동호회 2달 넘게 얼굴 보고 알던 사이 2.토요일에 동호회 회원들이 갑자기 못나와서 단둘이 카페에 있게 됐는데 8시간 동안 같이 있었음 3.축적된 데이터로 미루어 보건데 미묘한 스킨십(팔을 툭툭 침)과 머리 묶는 행동, 바라보는 눈빛이 예사롭지 않았음 4.동호회 회원 중에 의지할 사람이 필요하다는 말, 다음주에도 나올 거죠? 라는 멘트 이런데요 이거 그린라이트 맞는가요? 그냥 편한 사람한테 하는 행동 같기도 하고 헷갈리긴 하네요ㅠㅠ 생일 핑계 삼아 손편지와 립밤 선물로 주려고 하는데 어떨까요?",0
